name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Brongkos,Traditional,141,2.4,15.3,12.6,3.3,0,0,1,6.56,25.5,3.88,4.93,0,5875,637.5,137.5,0,0.1156
Masakan Gulai Ikan,Traditional,106,2,16.5,2.5,3.3,0,743,0,4.93,27.5,0.77,4.93,49.53,5300,825,165,37150,0.1557
Domba Ginjal Segar,Traditional,100,1.3,16.6,1,3.3,0,155,0,4.65,27.67,0.31,4.93,10.33,7692.31,1276.92,253.85,11923.08,0.166
Ikan Selar Kuning Cue Mentah,Traditional,138,0.7,27,0,3.3,0,0,0,6.42,45,0,4.93,0,19714.29,3857.14,471.43,0,0.1957
Bungkil Biji Karet,Traditional,333,29.4,29.3,50,3.3,0,0,0,15.49,48.83,15.38,4.93,0,1132.65,99.66,11.22,0,0.088
So Good Almond Milk Original,Olahan/Brand,74,0.7,1.4,9,3.4,8.6,0,0.7,3.44,2.33,2.77,5.07,0,10571.43,200,485.71,0,0.0284
Laksa/Putu Mayang,Traditional,121,0.6,1.7,21.1,3.4,0,0,0,5.63,2.83,6.49,5.07,0,20166.67,283.33,566.67,0,0.014
Masakan Tedong Pallu Basa,Traditional,83,1.7,10.4,2.8,3.4,0,397,0,3.86,17.33,0.86,5.07,26.47,4882.35,611.76,200,23352.94,0.1253
Ikan Sunu Segar,Traditional,111,1.1,13.3,6.7,3.4,0,91,0,5.16,22.17,2.06,5.07,6.07,10090.91,1209.09,309.09,8272.73,0.1198
Bagea Kw 2,Traditional,382,1.1,0.3,87.2,3.5,0,0,0.9,17.77,0.5,26.83,5.22,0,34727.27,27.27,318.18,0,0.0031
Marie Duo,Traditional,15,1,1,14,3.5,5,85,1,4.19,1.67,4.31,5.22,5.67,1500,100,350,8500,0.1333
Marie Salut Cokelat,Olahan/Brand,90,1,1,13,3.5,6,35,0,4.19,1.67,4,5.22,2.33,9000,100,350,3500,0.0111
Good Day Cappuccino,Olahan/Brand,170,1,1,32,3.5,25,0,1,7.91,1.67,9.85,5.22,0,17000,100,350,0,0.0118
Khong Guan Malkist Seaweed,Traditional,90,1,1,12,3.5,2,0,0,4.19,1.67,3.69,5.22,0,9000,100,350,0,0.0111
Good Time Double Choc,Olahan/Brand,30,2,1,11,3.5,4,80,2,3.72,1.67,3.38,5.22,5.33,1500,50,175,4000,0.1
Soesnack Cheese,Traditional,45,1,1,3,3.5,0,35,0,2.09,1.67,0.92,5.22,2.33,4500,100,350,3500,0.0222
Wrp Truil Bar,Olahan/Brand,80,2,1,14,3.5,7,0,2,3.72,1.67,4.31,5.22,0,4000,50,175,0,0.0375
Energen Sereal Cokelat,Olahan/Brand,130,1,1,23,3.5,17,0,1,6.05,1.67,7.08,5.22,0,13000,100,350,0,0.0154
Susu Almond So Good Almond Milk Unsweetend,Olahan/Brand,41,0.8,1.4,0.8,3.5,0.3,0,0.8,1.91,2.33,0.25,5.22,0,5125,175,437.5,0,0.0537
Steamed Dumpling Chiu Chow Style,Traditional,92,1.9,1.9,13,3.5,0,220,0,4.28,3.17,4,5.22,14.67,4842.11,100,184.21,11578.95,0.0207
Entrasol Quick Start Chia Seeds,Olahan/Brand,130,1,2,22,3.5,12,105,1,6.05,3.33,6.77,5.22,7,13000,200,350,10500,0.0231
Super Bubur Dengan Kuah Kari,Traditional,35,3,3,36,3.5,1,720,0,8.84,5,11.08,5.22,48,1166.67,100,116.67,24000,0.0857
Frisian Flag Gold (Kental Manis),Olahan/Brand,130,3,3,22,3.5,21,0,0,6.05,5,6.77,5.22,0,4333.33,100,116.67,0,0.0231
Haverjoy,Traditional,140,8,3,25,3.5,0,0,8,6.51,5,7.69,5.22,0,1750,37.5,43.75,0,0.0786
Meiji Plain Crackers With Oat,Olahan/Brand,120,2,3,19,3.5,0,120,2,5.58,5,5.85,5.22,8,6000,150,175,6000,0.0417
Meiji Plain Crackers (Isi 4 Bungkus),Olahan/Brand,120,2,3,19,3.5,1,125,2,5.58,5,5.85,5.22,8.33,6000,150,175,6250,0.0417
Silky Pudding Coklat,Olahan/Brand,130,3,3,23,3.5,0,35,0,6.05,5,7.08,5.22,2.33,4333.33,100,116.67,1166.67,0.0231
Mom's Recipe Silky Pudding Rasa Cokelat (155 G),Olahan/Brand,130,3,3,23,3.5,17,35,0,6.05,5,7.08,5.22,2.33,4333.33,100,116.67,1166.67,0.0231
Masakan Soto Sukaraja,Traditional,80,1.1,3.2,9,3.5,0,0,0.3,3.72,5.33,2.77,5.22,0,7272.73,290.91,318.18,0,0.0437
Susu Sapi Segar,Traditional,61,0.7,3.2,4.3,3.5,0,36,0,2.84,5.33,1.32,5.22,2.4,8714.29,457.14,500,5142.86,0.0525
Jagung Kuning Pipil Rebus,Traditional,154,0.6,3.8,28.4,3.5,0,5,0.7,7.16,6.33,8.74,5.22,0.33,25666.67,633.33,583.33,833.33,0.0292
Kin Bulgarian Style Yogurt Strawberry,Olahan/Brand,35,4,4,29,3.5,27,50,0,7.91,6.67,8.92,5.22,3.33,875,100,87.5,1250,0.1143
Quaker Instan Oatmeal,Traditional,140,4,4,24,3.5,0,0,0,6.51,6.67,7.38,5.22,0,3500,100,87.5,0,0.0286
Haverjoy Rolled Oats,Traditional,140,4,4,24,3.5,0,0,0,6.51,6.67,7.38,5.22,0,3500,100,87.5,0,0.0286
Tempe Bongkrek,Traditional,119,146.3,4.4,18.3,3.5,0,0,0,5.53,7.33,5.63,5.22,0,81.34,3.01,2.39,0,0.037
Susu Ultra Rasa Strawberry,Traditional,140,6,6,22,3.5,0,50,0,6.51,10,6.77,5.22,3.33,2333.33,100,58.33,833.33,0.0429
Sariroti Roti Tawar Gandum,Olahan/Brand,190,6,6,32,3.5,2,290,6,8.84,10,9.85,5.22,19.33,3166.67,100,58.33,4833.33,0.0632
Susu Ultra Milk Rasa Stroberi,Olahan/Brand,30,6,6,22,3.5,17,50,0,6.51,10,6.77,5.22,3.33,500,100,58.33,833.33,0.2
Soylicious Sweetened,Traditional,70,7,7,6,3.5,0,0,0,3.26,11.67,1.85,5.22,0,1000,100,50,0,0.1
Yogurt Greek Yummy Blueberry,Olahan/Brand,140,8,8,19,3.5,10,65,0,6.51,13.33,5.85,5.22,4.33,1750,100,43.75,812.5,0.0571
Pronas Classic Chunky Corned Beef (340 G),Olahan/Brand,70,2,8,2,3.5,0,410,2,3.26,13.33,0.62,5.22,27.33,3500,400,175,20500,0.1429
Jawawutmentah,Traditional,364,1.5,9.7,73.4,3.5,0,7,8.2,16.93,16.17,22.58,5.22,0.47,24266.67,646.67,233.33,466.67,0.0492
Subway Turkey Breast Sandwich,Traditional,280,5,18,46,3.5,7,0,5,13.02,30,14.15,5.22,0,5600,360,70,0,0.0821
Masakan Sate Penyu,Traditional,179,3.3,22.5,13.3,3.5,0,0,0,8.33,37.5,4.09,5.22,0,5424.24,681.82,106.06,0,0.1257
Teh Melati Daun Kering,Traditional,299,5.3,24.1,59,3.5,0,70,9.7,13.91,40.17,18.15,5.22,4.67,5641.51,454.72,66.04,1320.75,0.113
San Remo Pasta Sauce Bolognese Mushroom,Olahan/Brand,77,2.1,2.1,8.6,3.6,4.8,0,0,3.58,3.5,2.65,5.37,0,3666.67,100,171.43,0,0.0273
Daun Pakis Loggiho Segar,Traditional,54,1.6,2.2,3.1,3.6,0,70,2.1,2.51,3.67,0.95,5.37,4.67,3375,137.5,225,4375,0.0796
Daun Kasbi/Singkong Karet Segar,Traditional,92,1.2,4,10.9,3.6,0,70,5.8,4.28,6.67,3.35,5.37,4.67,7666.67,333.33,300,5833.33,0.1065
Masakan Sop Buntut,Traditional,71,0.6,7.5,2.2,3.6,0,490,0,3.3,12.5,0.68,5.37,32.67,11833.33,1250,600,81666.67,0.1056
Masakan Saboko Saltan,Traditional,113,0.3,17.1,3,3.6,0,40,0,5.26,28.5,0.92,5.37,2.67,37666.67,5700,1200,13333.33,0.1513
Ikan Hiu Kering,Traditional,298,6.8,46.3,20.2,3.6,0,957,0,13.86,77.17,6.22,5.37,63.8,4382.35,680.88,52.94,14073.53,0.1554
Kue Kelepon,Traditional,215,1.2,3.7,41.8,3.7,0,0,1,10,6.17,12.86,5.52,0,17916.67,308.33,308.33,0,0.0219
Dodol Galamai,Traditional,348,1.2,0.4,76.1,3.8,0,38,0.5,16.19,0.67,23.42,5.67,2.53,29000,33.33,316.67,3166.67,0.0026
Beras Ladang Mentah,Traditional,376,0.9,7.5,78,3.8,0,10,5.9,17.49,12.5,24,5.67,0.67,41777.78,833.33,422.22,1111.11,0.0356
Oncom Kacang Tanah Pepes,Traditional,132,4.8,11.7,13.7,3.8,0,0,3.1,6.14,19.5,4.22,5.67,0,2750,243.75,79.17,0,0.1121
Kepiting  Segar,Traditional,151,0.2,13.8,14.1,3.8,0,0,0,7.02,23,4.34,5.67,0,75500,6900,1900,0,0.0914
Ikan Sunu Asin Mentah,Traditional,199,20.3,34.1,7.1,3.8,0,377,0,9.26,56.83,2.18,5.67,25.13,980.3,167.98,18.72,1857.14,0.1714
Udang Papay Mentah,Traditional,273,11.5,47.8,12.5,3.8,0,651,0,12.7,79.67,3.85,5.67,43.4,2373.91,415.65,33.04,5660.87,0.1751
Sagu Manis,Traditional,287,0.6,0.5,62.4,3.9,0,34,0,13.35,0.83,19.2,5.82,2.27,47833.33,83.33,650,5666.67,0.0017
Bihun Goreng Instan,Traditional,381,0.7,6.1,80.3,3.9,0,928,0,17.72,10.17,24.71,5.82,61.87,54428.57,871.43,557.14,132571.43,0.016
Mie Ayam,Traditional,102,0.8,6.2,10.5,3.9,0,279,0,4.74,10.33,3.23,5.82,18.6,12750,775,487.5,34875,0.0608
Jagung Kuning Tepung,Olahan/Brand,355,1.2,9.2,73.7,3.9,0,11,7.2,16.51,15.33,22.68,5.82,0.73,29583.33,766.67,325,916.67,0.0462
Jagung Tepung Putih,Olahan/Brand,355,1.2,9.2,73.7,3.9,0,11,7.2,16.51,15.33,22.68,5.82,0.73,29583.33,766.67,325,916.67,0.0462
Ikan Balong Segar,Traditional,107,1.5,16.5,1.5,3.9,0,86,0,4.98,27.5,0.46,5.82,5.73,7133.33,1100,260,5733.33,0.1542
Meises Coklat,Traditional,120,2,0,20,4,16,0,2,5.58,0,6.15,5.97,0,6000,0,200,0,0.0167
Bubur Sagu,Traditional,167,0.3,0.2,33,4,0,7,0,7.77,0.33,10.15,5.97,0.47,55666.67,66.67,1333.33,2333.33,0.0012
Sagu Forno,Traditional,291,0.6,0.5,63.4,4,0,40,0,13.53,0.83,19.51,5.97,2.67,48500,83.33,666.67,6666.67,0.0017
Frisian Flag Putih (Kental Manis),Olahan/Brand,140,1,1,23,4,19,0,0,6.51,1.67,7.08,5.97,0,14000,100,400,0,0.0071
Indofood Cap Enak (Kental Manis),Olahan/Brand,120,2,1,21,4,19,0,2,5.58,1.67,6.46,5.97,0,6000,50,200,0,0.025
Tango Chocolate,Olahan/Brand,100,1,1,14,4,0,0,0,4.65,1.67,4.31,5.97,0,10000,100,400,0,0.01
Fitmee Mie Goreng Korea,Olahan/Brand,150,3,1,29,4,6,400,3,6.98,1.67,8.92,5.97,26.67,5000,33.33,133.33,13333.33,0.0267
Es Krim Wall's Oreo Chocolate,Olahan/Brand,140,1,2,21,4,15,0,1,6.51,3.33,6.46,5.97,0,14000,200,400,0,0.0214
Nabati Hansel,Traditional,70,2,2,7,4,5,30,0,3.26,3.33,2.15,5.97,2,3500,100,200,1500,0.0286
Es Krim Aice Coklat Sundae,Olahan/Brand,100,2,2,14,4,8,15,0,4.65,3.33,4.31,5.97,1,5000,100,200,750,0.02
Suki Rasa Ayam Kecap,Olahan/Brand,100,2,2,13,4,1,240,0,4.65,3.33,4,5.97,16,5000,100,200,12000,0.02
Roma Sari Gandum,Olahan/Brand,100,2,2,13,4,3,0,0,4.65,3.33,4,5.97,0,5000,100,200,0,0.02
Khong Guan Malkist Sayur,Traditional,100,2,2,14,4,0,120,0,4.65,3.33,4.31,5.97,8,5000,100,200,6000,0.02
Gemez Enaak Snack Mi,Olahan/Brand,40,2,2,13,4,0,240,0,4.65,3.33,4,5.97,16,2000,100,200,12000,0.05
Kuaci Rebo Salted Caramel,Olahan/Brand,50,1,2,1,4,0,90,1,2.33,3.33,0.31,5.97,6,5000,200,400,9000,0.06
Masakan Model,Traditional,79,1.3,2.2,8.6,4,0,147,0,3.67,3.67,2.65,5.97,9.8,6076.92,169.23,307.69,11307.69,0.0278
East Bali Cashews Granola With Rosella Cinnamon,Olahan/Brand,126,2.5,2.5,18.5,4,5,118.5,2.5,5.86,4.17,5.69,5.97,7.9,5040,100,160,4740,0.0397
Yogurt Mixed Berry,Olahan/Brand,140,4,4,22,4,0,30,4,6.51,6.67,6.77,5.97,2,3500,100,100,750,0.0571
Susu Rasa Taro,Olahan/Brand,130,5,5,18,4,14,60,0,6.05,8.33,5.54,5.97,4,2600,100,80,1200,0.0385
Susu Ultra Milk Rasa Coklat 200 Ml,Olahan/Brand,160,6,6,24,4,0,45,0,7.44,10,7.38,5.97,3,2666.67,100,66.67,750,0.0375
Vanhouten Cocoa Powder,Olahan/Brand,120,6,6,15,4,0,0,0,5.58,10,4.62,5.97,0,2000,100,66.67,0,0.05
Cocoa Powder Van Houten,Olahan/Brand,120,6,6,15,4,0,0,0,5.58,10,4.62,5.97,0,2000,100,66.67,0,0.05
Matcha Tea Latte,Traditional,190,6.5,6.5,31.5,4,30,0,0,8.84,10.83,9.69,5.97,0,2923.08,100,61.54,0,0.0342
Yogurt Greek Yummy Original,Olahan/Brand,140,7,7,17,4,8,0,0,6.51,11.67,5.23,5.97,0,2000,100,57.14,0,0.05
Coklat Bubuk,Traditional,311,15.4,8,48.9,4,0,0,32.6,14.47,13.33,15.05,5.97,0,2019.48,51.95,25.97,0,0.1305
Pronas Sarden Saus Pedas (425 G),Olahan/Brand,80,8,8,2,4,0,120,0,3.72,13.33,0.62,5.97,8,1000,100,50,1500,0.1
Diabetasol (Vanilla Malt),Olahan/Brand,170,3,8,26,4,0,0,3,7.91,13.33,8,5.97,0,5666.67,266.67,133.33,0,0.0647
Pasta La Fonte Spaghetti With Mushroom Sauce,Olahan/Brand,340,3,8,60,4,7,0,3,15.81,13.33,18.46,5.97,0,11333.33,266.67,133.33,0,0.0324
Mie Lemonilo Ayam Bawang,Olahan/Brand,267,3,9,49,4,1,948,3,12.42,15,15.08,5.97,63.2,8900,300,133.33,31600,0.0449
Kembang Tahu Rebus,Traditional,90,0.8,10.7,4.7,4,0,0,0,4.19,17.83,1.45,5.97,0,11250,1337.5,500,0,0.1189
Berilla Collezione Lasagne All'uovo,Traditional,370,11,11,71,4,0,30,0,17.21,18.33,21.85,5.97,2,3363.64,100,36.36,272.73,0.0297
Jali Mentah,Traditional,324,1,11,61,4,0,24,3.1,15.07,18.33,18.77,5.97,1.6,32400,1100,400,2400,0.0435
Ikan Beunteur Segar,Traditional,109,9,17,0,4,0,109,0,5.07,28.33,0,5.97,7.27,1211.11,188.89,44.44,1211.11,0.156
San Remo Pasta Sauce Wholemeal (Mentah),Traditional,452,11,19,78,4,4,0,11,21.02,31.67,24,5.97,0,4109.09,172.73,36.36,0,0.0664
Pundut Nasi,Traditional,104,1.1,1.9,15.1,4.1,0,74,0.4,4.84,3.17,4.65,6.12,4.93,9454.55,172.73,372.73,6727.27,0.0221
Putu Sopa,Traditional,215,0.8,3.3,41.1,4.1,0,0,0,10,5.5,12.65,6.12,0,26875,412.5,512.5,0,0.0153
Ikan Tempahas Segar,Traditional,101,0.9,15.1,1,4.1,0,50,0,4.7,25.17,0.31,6.12,3.33,11222.22,1677.78,455.56,5555.56,0.1495
Koro Andong,Traditional,356,3,20.5,61.6,4.1,0,18,7,16.56,34.17,18.95,6.12,1.2,11866.67,683.33,136.67,600,0.0772
Tumis Bayam Bersantan,Traditional,48,0.6,1.4,2.6,4.2,0,0,0.5,2.23,2.33,0.8,6.27,0,8000,233.33,700,0,0.0396
Kue Thipan,Traditional,247,0.4,2.9,49.5,4.2,0,95,0,11.49,4.83,15.23,6.27,6.33,61750,725,1050,23750,0.0117
Martabak India,Traditional,153,1.2,4.5,24.3,4.2,0,240,0,7.12,7.5,7.48,6.27,16,12750,375,350,20000,0.0294
Nasi Rames,Traditional,155,0.6,10.3,19.1,4.2,0,265,0,7.21,17.17,5.88,6.27,17.67,25833.33,1716.67,700,44166.67,0.0665
Ikan Kawalinya Segar,Traditional,110,1.7,12.6,5.4,4.2,0,340,0,5.12,21,1.66,6.27,22.67,6470.59,741.18,247.06,20000,0.1145
Sapi Babat Segar,Traditional,108,1.5,17.6,0,4.2,0,147,0,5.02,29.33,0,6.27,9.8,7200,1173.33,280,9800,0.163
Ikan Pindang Banjarmentah,Traditional,157,7,28,1.8,4.2,0,0,0,7.3,46.67,0.55,6.27,0,2242.86,400,60,0,0.1783
Ikan Pindang Benggol Mentah,Traditional,170,7.8,31,0,4.2,0,0,0,7.91,51.67,0,6.27,0,2179.49,397.44,53.85,0,0.1824
Donat Krispy Kreme Mini Original Glazed,Olahan/Brand,83.3,0.3,1,10,4.3,4.7,0,0.3,3.87,1.67,3.08,6.42,0,27766.67,333.33,1433.33,0,0.0156
Koyabu,Traditional,241,0.9,3.4,47.2,4.3,0,0,0,11.21,5.67,14.52,6.42,0,26777.78,377.78,477.78,0,0.0141
Koya,Traditional,366,0.8,4.2,77.5,4.3,0,0,0.8,17.02,7,23.85,6.42,0,45750,525,537.5,0,0.0137
Tauco Cap Das Cake,Traditional,358,7.6,7.5,70.4,4.3,0,0,3.1,16.65,12.5,21.66,6.42,0,4710.53,98.68,56.58,0,0.0296
Masakan Soto Jeroan,Traditional,92,1.1,11.8,1.4,4.3,0,363,0,4.28,19.67,0.43,6.42,24.2,8363.64,1072.73,390.91,33000,0.1283
Masakan Saboko Sardin,Traditional,110,7.9,12.9,4.9,4.3,0,200,0,5.12,21.5,1.51,6.42,13.33,1392.41,163.29,54.43,2531.65,0.1173
Masakan Jukku Pallu Kaloa,Traditional,15,2.3,15.2,8.8,4.3,0,605,0,0.7,25.33,2.71,6.42,40.33,652.17,660.87,186.96,26304.35,1.0133
Kacang Komak Segar,Traditional,327,2.6,16.4,55.8,4.3,0,22,0.5,15.21,27.33,17.17,6.42,1.47,12576.92,630.77,165.38,846.15,0.0517
Belibis Daging Segar,Traditional,131,1.4,20.2,2.8,4.3,0,46,0,6.09,33.67,0.86,6.42,3.07,9357.14,1442.86,307.14,3285.71,0.1542
Origo Coffe Strawberry Kopi Susu,Traditional,108,2.43,2.43,12.55,4.34,10.25,0,0,5.02,4.05,3.86,6.48,0,4444.44,100,178.6,0,0.0225
Beras Menir Mentah,Traditional,362,0.2,7.7,73,4.4,0,90,0.2,16.84,12.83,22.46,6.57,6,181000,3850,2200,45000,0.0218
Ikan Pepetek Mentah,Traditional,176,28.6,32,2,4.4,0,79,0,8.19,53.33,0.62,6.57,5.27,615.38,111.89,15.38,276.22,0.1818
Top Sirloin,Traditional,127,21.77,21.77,0.01,4.45,0,0,0,5.91,36.28,0,6.64,0,583.37,100,20.44,0,0.1714
Biskuit Choco Mania,Olahan/Brand,100,1,1,14,4.5,7,0,0,4.65,1.67,4.31,6.72,0,10000,100,450,0,0.01
Biskuit Serena Egg Rolls Chocolate,Olahan/Brand,80,1,1,8,4.5,4,0,1,3.72,1.67,2.46,6.72,0,8000,100,450,0,0.025
Good Day Rock Caramello 3 In 1 200g,Olahan/Brand,40,1,1,14,4.5,13,100,1,4.65,1.67,4.31,6.72,6.67,4000,100,450,10000,0.05
Biskuit Lotte Choco Pie,Olahan/Brand,120,1,1,19,4.5,10,0,0,5.58,1.67,5.85,6.72,0,12000,100,450,0,0.0083
Frisian Flag Cokelat (Kental Manis),Olahan/Brand,135,1,1,23,4.5,19,0,0,6.28,1.67,7.08,6.72,0,13500,100,450,0,0.0074
Saus Curry,Olahan/Brand,70,1,1,7,4.5,5,0,1,3.26,1.67,2.15,6.72,0,7000,100,450,0,0.0286
Doritos Barbeque,Olahan/Brand,100,2,2,13,4.5,1,0,0,4.65,3.33,4,6.72,0,5000,100,225,0,0.02
Roma Malkist,Olahan/Brand,120,2,2,19,4.5,3,0,0,5.58,3.33,5.85,6.72,0,6000,100,225,0,0.0167
Cookies Oat Krunch Coklat Gelap,Olahan/Brand,120,2,2,18,4.5,6,0,2,5.58,3.33,5.54,6.72,0,6000,100,225,0,0.0333
Golden Farm French Fries,Olahan/Brand,170,3,3,29,4.5,0,0,0,7.91,5,8.92,6.72,0,5666.67,100,150,0,0.0176
Encung Asam Segar,Traditional,122,1.5,3.5,17.5,4.5,0,0,9.3,5.67,5.83,5.38,6.72,0,8133.33,233.33,300,0,0.1049
Masakan Soto Madura,Traditional,60,0.9,3.5,1.3,4.5,0,0,0,2.79,5.83,0.4,6.72,0,6666.67,388.89,500,0,0.0583
Soyjoy Fruit Soy Bar Strawberry,Olahan/Brand,40,3,4,19,4.5,11,30,3,6.05,6.67,5.85,6.72,2,1333.33,133.33,150,1000,0.175
Starbucks Green Tea Frappuccino (Whole Milk),Olahan/Brand,320,5,5,64,4.5,0,0,0,14.88,8.33,19.69,6.72,0,6400,100,90,0,0.0156
Promina Smooth Kacang Hijau,Olahan/Brand,210,8,8,35,4.5,0,150,0,9.77,13.33,10.77,6.72,10,2625,100,56.25,1875,0.0381
Promina Milky Beras Merah,Olahan/Brand,210,8,8,35,4.5,0,150,0,9.77,13.33,10.77,6.72,10,2625,100,56.25,1875,0.0381
Promina Pisang Susu,Olahan/Brand,210,8,8,35,4.5,0,150,0,9.77,13.33,10.77,6.72,10,2625,100,56.25,1875,0.0381
Subway Black Forest Ham Sandwich,Traditional,290,5,18,46,4.5,8,0,5,13.49,30,14.15,6.72,0,5800,360,90,0,0.0793
Subway Sweet Onion Chicken Teriyaki Sandwich,Traditional,370,5,25,58,4.5,16,0,5,17.21,41.67,17.85,6.72,0,7400,500,90,0,0.0811
San Remo Sauce Tomato Basil,Olahan/Brand,96,2,2,11.5,4.6,7.4,0,0,4.47,3.33,3.54,6.87,0,4800,100,230,0,0.0208
Bolu Peca,Traditional,197,0.9,3.3,35.6,4.6,0,0,0,9.16,5.5,10.95,6.87,0,21888.89,366.67,511.11,0,0.0168
Paku Hinela Wulelenggapaya,Traditional,77,3.1,3.5,5.4,4.6,0,469,3.6,3.58,5.83,1.66,6.87,31.27,2483.87,112.9,148.39,15129.03,0.0922
Ketan Ketupat,Traditional,212,0.9,4,38.6,4.6,0,0,0.2,9.86,6.67,11.88,6.87,0,23555.56,444.44,511.11,0,0.0198
Jagung Pipil Var Metrokering,Traditional,368,1.3,5.5,78,4.6,0,1,2.9,17.12,9.17,24,6.87,0.07,28307.69,423.08,353.85,76.92,0.0228
Sapi Keleponan Segar,Traditional,84,0.9,10.5,0.2,4.6,0,73,0,3.91,17.5,0.06,6.87,4.87,9333.33,1166.67,511.11,8111.11,0.125
Ikan Batung Segar,Traditional,115,1.1,14.5,4.2,4.6,0,42,0,5.35,24.17,1.29,6.87,2.8,10454.55,1318.18,418.18,3818.18,0.1261
Emping Komak,Traditional,355,2.7,17.8,60.7,4.6,0,24,0,16.51,29.67,18.68,6.87,1.6,13148.15,659.26,170.37,888.89,0.0501
Tauji Cap Singa,Traditional,277,6.2,9.1,49.6,4.7,0,0,1.2,12.88,15.17,15.26,7.01,0,4467.74,146.77,75.81,0,0.0372
Tahu,Traditional,80,1.4,10.9,0.8,4.7,0,2,0.1,3.72,18.17,0.25,7.01,0.13,5714.29,778.57,335.71,142.86,0.1375
Babi Hati Segar,Traditional,129,1.5,19.7,1.7,4.8,0,110,0,6,32.83,0.52,7.16,7.33,8600,1313.33,320,7333.33,0.1527
Ikan Bandeng Segar,Traditional,123,1.2,20,0,4.8,0,67,0,5.72,33.33,0,7.16,4.47,10250,1666.67,400,5583.33,0.1626
Teh Hijau Daun Kering,Traditional,300,5.6,28.3,53.6,4.8,0,60,9.6,13.95,47.17,16.49,7.16,4,5357.14,505.36,85.71,1071.43,0.1263
Buaya Daging Dendeng Mentah,Traditional,365,2.5,49.6,30.8,4.8,0,500,0,16.98,82.67,9.48,7.16,33.33,14600,1984,192,20000,0.1359
Mie Pangsit Basah,Traditional,105,0.7,5.9,9.4,4.9,0,530,0,4.88,9.83,2.89,7.31,35.33,15000,842.86,700,75714.29,0.0562
Tauco Cap Meong,Traditional,159,6.7,7.4,21.3,4.9,0,1547,1.6,7.4,12.33,6.55,7.31,103.13,2373.13,110.45,73.13,23089.55,0.0566
Ikan Papuyu / Betok Segar,Traditional,120,1.2,14.3,4.6,4.9,0,240,0,5.58,23.83,1.42,7.31,16,10000,1191.67,408.33,20000,0.1192
Chitato Keripik Kentang Rasa Original,Olahan/Brand,100,1,1,12,5,0,60,0,4.65,1.67,3.69,7.46,4,10000,100,500,6000,0.01
Lemonia Biscuit,Olahan/Brand,45,1,1,13,5,5,50,1,4.65,1.67,4,7.46,3.33,4500,100,500,5000,0.0444
Piattos Sambal Geprek Flavor,Olahan/Brand,45,2,1,13,5,1,100,2,4.65,1.67,4,7.46,6.67,2250,50,250,5000,0.0667
Piattos Sambal Terasi Flavor,Olahan/Brand,45,2,1,13,5,1,140,2,4.65,1.67,4,7.46,9.33,2250,50,250,7000,0.0667
Nissin Butter Coconut Biscuits,Olahan/Brand,100,2,1,14,5,4,55,2,4.65,1.67,4.31,7.46,3.67,5000,50,250,2750,0.03
Biskuit Wrp Everyday Chocolate Chip,Olahan/Brand,100,2,1,11,5,0,0,2,4.65,1.67,3.38,7.46,0,5000,50,250,0,0.03
Nissin Assorted Biscuits,Olahan/Brand,45,1,1,18,5,7,60,1,5.58,1.67,5.54,7.46,4,4500,100,500,6000,0.0444
Monde Serena Egg Rolls Original,Olahan/Brand,45,1,1,8,5,4,10,1,3.72,1.67,2.46,7.46,0.67,4500,100,500,1000,0.0444
Kitkat,Olahan/Brand,90,1,1,10,5,0,15,0,4.19,1.67,3.08,7.46,1,9000,100,500,1500,0.0111
Japato Potato Chips Rasa Happy Honey Butter,Traditional,100,1,1,13,5,0,270,0,4.65,1.67,4,7.46,18,10000,100,500,27000,0.01
Cemcem Pilus Rasa Keju Panggang,Traditional,100,1,1,13,5,0,270,0,4.65,1.67,4,7.46,18,10000,100,500,27000,0.01
Oreo Soft Cake,Olahan/Brand,80,1,1,8,5,0,50,0,3.72,1.67,2.46,7.46,3.33,8000,100,500,5000,0.0125
Ichitan Thai Milk Tea,Olahan/Brand,45,6,2,24,5,17,130,6,6.98,3.33,7.38,7.46,8.67,750,33.33,83.33,2166.67,0.1778
Roma : Biskuit Kelapa,Olahan/Brand,130,2,2,19,5,6,90,0,6.05,3.33,5.85,7.46,6,6500,100,250,4500,0.0154
Gery Saluut Malkist,Olahan/Brand,130,2,2,19,5,5,0,0,6.05,3.33,5.85,7.46,0,6500,100,250,0,0.0154
Biskuit Serena Broniz,Olahan/Brand,100,1,2,13,5,7,0,1,4.65,3.33,4,7.46,0,10000,200,500,0,0.03
Doritos Nacho Cheese,Traditional,100,2,2,12,5,0,125,0,4.65,3.33,3.69,7.46,8.33,5000,100,250,6250,0.02
Gerry Salut Malkist Rasa Chocolate,Olahan/Brand,130,2,2,19,5,5,120,0,6.05,3.33,5.85,7.46,8,6500,100,250,6000,0.0154
Folabee Rasa Coklat,Olahan/Brand,25,2,3,26,5,9,190,2,7.44,5,8,7.46,12.67,1250,150,250,9500,0.2
Nasi Minyak,Traditional,207,1.1,3.5,37.1,5,0,74,0.8,9.63,5.83,11.42,7.46,4.93,18818.18,318.18,454.55,6727.27,0.0208
